Product_Category,Product_Price,Order_Quantity,Return_Reason,User_Age,User_Gender,Payment_Method,Shipping_Method,Discount_Applied,Return_Flag_fixed,Days_to_Return_filled2,Total_Order_Value,Order_Year,Order_Month,Order_Weekday,User_Location_Num
4,0.26680828660396966,-0.0043363266927547,2,-0.6658516958360199,1,3,1,-1.1475688461207765,0,-0.7125542563113944,0.18193910293260993,2023,9,3,42
1,0.5521591810602651,-0.7152095550131979,2,0.11788742628582792,0,3,2,1.1159365840155395,0,-0.7125542563113944,-0.16730849830498704,2024,7,1,95
2,-0.9557141743889456,1.4174101299481316,1,0.6403801743670599,0,0,0,-0.08578915342379638,1,0.046981025890715185,-0.30674010823674275,2024,1,6,43
1,-0.0435291835994188,-1.4260827833336411,4,-0.8617864763664819,0,2,2,-0.09484039014842655,1,1.9197283247554586,-0.8632463960187856,2023,2,5,62
4,-1.4596451138261122,-0.7152095550131979,2,-1.0577212568969439,0,0,1,-0.7235532180208021,0,-0.7125542563113944,-1.1281865121813675,2023,2,4,11
4,0.09778145066775311,0.7065369016276886,4,-0.012735760734480045,0,3,2,0.4099401194943999,1,-0.6661704222837846,0.5060148024011795,2024,10,6,60
4,0.6939597481852233,-1.4260827833336411,2,0.11788742628582792,1,3,1,-0.9338204096237449,0,-0.7125542563113944,-0.687126655686622,2023,3,1,42
0,0.5732262939450687,0.7065369016276886,0,1.6200540770193697,1,3,0,1.2844288368894206,1,1.3341324201568856,0.9601787564967996,2024,1,2,81
0,-0.0820239081397579,-0.7152095550131979,2,-0.7311632893461739,0,2,2,-0.8398267974833565,0,-0.7125542563113944,-0.47020704004357183,2024,2,5,61
1,-1.0265444675431694,-0.0043363266927547,4,-0.012735760734480045,1,0,1,1.189042726791397,1,-0.6371805260165285,-0.744657655612911,2024,5,3,41
3,-0.4452041365757938,-0.0043363266927547,2,1.4241192964889076,0,2,2,-0.8572330219537989,0,-0.7125542563113944,-0.3281679821198055,2024,10,3,12
4,0.2926347472501244,-0.7152095550131979,0,1.6200540770193697,1,2,1,0.53665743363922,1,0.9282738724153003,-0.2912625643867299,2023,11,2,89
3,-1.0852664200692503,-0.7152095550131979,0,0.5750685808569058,0,1,1,-0.9769878463104418,1,0.9804556856963613,-0.9493757518061671,2023,5,0,49
3,0.5850546729401912,-0.7152095550131979,4,1.2281845159584457,1,0,2,-0.4137224224469292,1,0.5340112831806175,-0.15159695271210163,2024,10,2,5
2,0.6434966638332515,0.7065369016276886,3,-0.5352285088157119,1,0,0,-0.9748990993739887,1,0.1861325279735444,1.027303827880872,2024,4,4,68
1,0.3167114476899001,0.7065369016276886,2,0.5097569873467518,1,0,0,-0.563415952892733,0,-0.7125542563113944,0.7151455028886079,2024,3,3,53
0,-1.6011657193180497,-1.4260827833336411,1,-0.46991691530555796,0,0,1,-1.2854261439266792,1,1.6240313828294466,-1.2352255951354507,2023,6,2,12
4,1.7005617997109634,-0.0043363266927547,2,0.11788742628582792,0,1,0,1.277466347101244,0,-0.7125542563113944,1.2091231820930077,2024,3,2,50
4,-1.4201005331619456,-0.7152095550131979,2,0.5750685808569058,0,0,0,0.9119356332219559,0,-0.7125542563113944,-1.1092992286494947,2024,2,3,46
1,0.7526117103030491,-0.0043363266927547,1,0.7056917678772138,0,1,2,-1.5305057844705068,1,1.0036476027101662,0.5299832666354323,2024,3,1,23
3,0.21991471307301116,-0.7152095550131979,2,-0.14335894775478802,1,1,1,0.40506637664267603,0,-0.7125542563113944,-0.32599510879312976,2023,2,6,76
3,0.7038283957492013,0.7065369016276886,0,-0.6658516958360199,1,2,0,-0.15054030845384192,1,-0.6023926504958212,1.0849351142683923,2023,4,6,31
2,0.7078878394280006,0.7065369016276886,2,-0.33929372828524995,0,1,2,-0.5063235366296823,0,-0.7125542563113944,1.0888128574359979,2024,2,6,24
0,0.3451275534414959,-0.7152095550131979,0,0.1831990197959819,1,3,2,0.38974889910868693,1,1.479081901493166,-0.266190949078934,2024,9,6,16
3,-0.8568877179326567,1.4174101299481316,2,1.3588077029787538,0,3,1,-0.8467892872715335,0,-0.7125542563113944,-0.1887363721880498,2024,5,0,37
2,-1.6517687844865319,-0.7152095550131979,2,-0.7964748828563278,1,0,1,-0.6205083691557838,0,-0.7125542563113944,-1.2199486242079005,2023,2,0,65
0,0.962093002210749,0.7065369016276886,4,-0.273982134775096,0,2,0,-0.8885642260005949,1,0.707950660784154,1.3316398088971038,2024,10,5,44
3,0.6455263856726514,0.7065369016276886,2,-1.0577212568969439,0,3,1,1.1110628411638157,0,-0.7125542563113944,1.029242699464675,2024,11,2,80
1,-0.39985035202644864,1.4174101299481316,2,0.5750685808569058,0,2,0,-0.6191158711981481,0,-0.7125542563113944,0.35698912101164093,2023,12,1,3
1,1.2292463905207025,-1.4260827833336411,2,0.3791338003264439,0,1,2,-0.8774242423395119,0,-0.7125542563113944,-0.5592948464372733,2023,11,1,81
0,1.2391150380846805,-0.0043363266927547,4,0.5750685808569058,1,1,1,-0.8196355770976435,1,2.0530818475848367,0.8785288626444112,2024,7,5,44
4,0.1976577632478696,-0.7152095550131979,1,-0.7964748828563278,1,1,0,-1.577154466051292,1,-0.06897855917830917,-0.33662547368363527,2023,6,5,92
0,-0.7675099665908147,-0.7152095550131979,2,1.0322497354279838,0,1,1,-0.4137224224469292,0,-0.7125542563113944,-0.7976089071429758,2024,9,6,75
4,-0.17203157315589637,-0.0043363266927547,3,1.6853656705295237,0,2,1,0.14745425448013016,1,0.2209204034942517,-0.1324589530271507,2023,11,1,31
2,0.9918389257191929,-0.0043363266927547,4,1.1628729224482917,1,0,1,-0.8857792300853242,1,0.5398092624340687,0.7013728288795253,2023,11,0,28
1,0.101560932713532,-0.7152095550131979,2,1.3588077029787538,0,1,1,-0.2556739042553132,0,-0.7125542563113944,-0.38252324410710703,2024,6,1,3
4,-1.1562366940399849,0.7065369016276886,1,0.11788742628582792,0,2,0,0.48931250307961704,1,1.2471627313551175,-0.691873548184898,2024,5,4,50
4,0.4205072231323053,0.7065369016276886,2,-0.9270980698766359,0,3,1,0.5707736336012866,0,-0.7125542563113944,0.8142953842258379,2024,8,2,100
4,1.6042549979518606,-0.0043363266927547,2,-0.33929372828524995,1,1,1,-0.15889529619965406,0,-0.7125542563113944,1.1401260967659537,2023,3,3,97
1,0.2153653365364254,1.4174101299481316,2,1.1628729224482917,1,0,2,-0.5195522672272183,0,-0.7125542563113944,1.0915874495300604,2023,7,0,43
4,-1.1721245167139065,1.4174101299481316,2,1.4894308899990616,0,2,1,1.4807710489160095,0,-0.7125542563113944,-0.5651448900090923,2024,2,2,43
2,0.5600680971930984,1.4174101299481316,3,-0.5352285088157119,1,1,1,-0.047495459588823535,1,0.7717284325721175,1.503179800833043,2023,5,0,53
2,-0.7892769835581702,1.4174101299481316,2,-0.6658516958360199,1,3,2,-0.7743793934744936,0,-0.7125542563113944,-0.1080057708969471,2023,5,1,24
0,-0.4691408561990591,-0.7152095550131979,3,-0.8617864763664819,0,3,2,0.7671158456278756,1,0.9514657894291052,-0.655101845733464,2023,4,6,34
4,-1.3163747481277954,-0.7152095550131979,3,-0.33929372828524995,1,1,0,1.5601434325012264,1,1.960314179529617,-1.0597577168012897,2023,5,6,57
2,-0.14501527556940375,1.4174101299481316,2,0.9016265484076758,1,1,2,1.4508323428268488,0,-0.7125542563113944,0.6612749587972571,2024,8,2,14
2,-1.4550257468812715,-1.4260827833336411,2,0.3791338003264439,1,1,0,0.18574794831510327,0,-0.7125542563113944,-1.200325906626999,2023,4,6,8
1,1.2395349805342115,1.4174101299481316,1,-0.33929372828524995,1,2,2,1.3484837429406482,1,0.38906180184433703,2.3144972721933192,2024,3,3,10
2,1.706720955637418,1.4174101299481316,0,1.4894308899990616,1,2,1,0.5484936662791204,1,0.255708279014959,2.8723407127917784,2023,3,4,36
2,-1.4010631421165414,-1.4260827833336411,3,-1.5149024114680216,0,1,2,0.7065421844707367,1,2.2038293081745683,-1.1874390963587917,2023,6,3,100
0,1.224277071534586,-0.0043363266927547,2,0.44444539383659787,1,3,2,1.4946960284923636,0,-0.7125542563113944,0.8678984977539058,2024,11,0,28
3,0.21914481858220428,-0.0043363266927547,2,0.31382220681628986,1,0,1,0.9272531107559451,0,-0.7125542563113944,0.1477915628833918,2023,4,3,95
3,0.023871579550302197,-0.7152095550131979,2,1.2281845159584457,0,0,1,0.6612860008475868,0,-0.7125542563113944,-0.4196292347626449,2024,3,2,52
0,1.5824879809845054,0.7065369016276886,2,-1.4495908179578678,0,3,2,-1.109275152285803,0,-0.7125542563113944,1.9242659371325785,2023,8,3,71
2,-1.213838800033983,-0.7152095550131979,0,-1.3842792244477138,0,0,0,1.7369906731209201,1,-0.27190783304910177,-1.010784494900062,2023,12,1,1
3,1.6048149212179021,-0.0043363266927547,2,-1.0577212568969439,1,3,1,-0.29187885115383316,0,-0.7125542563113944,1.1405272426108783,2023,7,0,4
4,-0.4144083569435224,-0.0043363266927547,2,0.7710033613873678,1,3,0,0.12656678511559938,0,-0.7125542563113944,-0.30610496064894505,2024,10,3,11
4,-1.0719682425007695,-1.4260827833336411,3,-0.9924096633867898,0,3,1,0.3632914379136147,1,0.07597092215797127,-1.1088479395739541,2024,12,2,17
3,0.996248321439268,0.7065369016276886,0,1.4241192964889076,0,2,1,-0.6253821120075074,1,0.14554667319938588,1.3642663376176487,2023,10,0,25
3,-0.1502645561885409,-0.7152095550131979,1,1.6200540770193697,1,0,1,0.11333805451806339,1,1.2471627313551175,-0.5028001399437065,2023,7,5,10
1,0.3092924644148529,-1.4260827833336411,2,-0.33929372828524995,0,2,2,0.48931250307961704,0,-0.7125542563113944,-0.7789890541743861,2024,4,2,97
0,1.6670363941567412,-1.4260827833336411,2,1.1628729224482917,1,3,2,-0.4937910550109639,0,-0.7125542563113944,-0.45474621060376436,2023,2,0,10
4,1.7073508693117143,0.7065369016276886,1,0.5750685808569058,1,2,1,-1.0333840135946748,1,0.1165567769321298,2.043539968356866,2023,6,6,88
4,-1.0357132110245957,-0.7152095550131979,1,0.9016265484076758,0,0,2,0.2567653441545078,1,0.6615668267565443,-0.9257081469556078,2024,12,6,46
1,1.272990395680179,1.4174101299481316,2,-1.7108371919984837,0,2,0,-1.245043703155253,0,-0.7125542563113944,2.3544447125837404,2024,2,2,83
0,-1.440117789922922,-1.4260827833336411,4,-0.14335894775478802,1,0,1,-1.1204151359468864,1,1.5428596732811295,-1.1967657372532918,2023,12,3,12
1,0.22481404165087243,0.7065369016276886,2,0.24851061330613589,0,0,1,1.0323867065574164,0,-0.7125542563113944,0.6273614204909119,2023,10,0,59
0,-0.5769960753202638,1.4174101299481316,4,-0.273982134775096,1,0,1,0.19062169116682712,1,-0.06897855917830917,0.14546825986486958,2024,5,2,40
0,-0.7418934771694254,0.7065369016276886,2,-1.3842792244477138,0,1,0,1.222462677774646,0,-0.7125542563113944,-0.2960763145258267,2023,9,3,66
2,1.344240631283934,0.7065369016276886,2,0.24851061330613589,0,1,1,0.24632160947224252,0,-0.7125542563113944,1.6966825277786122,2024,9,6,27
3,-1.5202568073750824,-0.0043363266927547,1,0.24851061330613589,0,3,1,-1.4685396253557321,1,0.4296476566184956,-1.0983680043752955,2023,4,0,27
3,0.24889074209064815,0.7065369016276886,2,1.4241192964889076,0,1,2,-1.5054408212330697,0,-0.7125542563113944,0.6503604489332633,2023,6,0,14
0,1.37510640132446,-0.7152095550131979,0,1.0322497354279838,1,2,0,0.09105808719589724,1,0.16873859021319076,0.22574757208043184,2023,9,6,20
4,-0.585744876352159,-0.7152095550131979,2,0.24851061330613589,1,3,2,1.360319975580549,0,-0.7125542563113944,-0.7107942605371813,2023,10,0,22
0,1.4995493472021384,-0.0043363266927547,2,-1.3189676309375598,1,1,0,-1.1580125808030417,0,-0.7125542563113944,1.0651118237650283,2024,10,3,83
1,-1.4054725378366166,0.7065369016276886,2,-0.46991691530555796,1,0,0,1.3749412041357207,0,-0.7125542563113944,-0.9299536071477279,2024,8,1,95
4,-1.211249154928542,-1.4260827833336411,2,-0.46991691530555796,0,2,1,0.2915777930953924,0,-0.7125542563113944,-1.1421096158822968,2024,5,4,36
3,0.4391246717281786,1.4174101299481316,1,0.3791338003264439,0,3,0,0.8833894250904303,1,1.2413647521016662,1.3587672966601394,2024,8,5,71
1,0.050397944279008546,-0.7152095550131979,3,0.7056917678772138,0,0,1,1.0644141595830303,1,1.6182334035759953,-0.40695971182710544,2024,5,6,90
1,-0.8024351803101407,-0.0043363266927547,2,0.05257583277567394,1,1,2,-1.6614005924882327,0,-0.7125542563113944,-0.5840990311817861,2024,3,6,8
2,1.4859012175923818,0.7065369016276886,2,0.6403801743670599,1,2,2,-0.40258243878584615,0,-0.7125542563113944,1.8320023927998892,2023,1,5,26
4,-0.38291267322869954,0.7065369016276886,3,0.9669381419178298,0,0,1,1.2057527022830217,1,1.4442940259724588,0.046836525244000345,2024,6,4,9
0,-1.2071197208414874,0.7065369016276886,1,-0.14335894775478802,0,3,0,-0.195100243098174,1,0.9862536649498126,-0.7404790530616117,2023,9,1,73
2,0.09001251535143043,0.7065369016276886,0,0.8363149548975217,1,0,1,1.7307244323115611,1,0.5977890549685809,0.4985936042700722,2024,2,6,89
0,-1.123551173384824,-0.7152095550131979,3,0.7710033613873678,0,0,1,0.4586775480116383,1,0.19193050722699562,-0.967661316570653,2023,12,0,7
1,1.5135474288531707,-0.7152095550131979,2,-0.8617864763664819,1,2,1,1.5162797468357123,0,-0.7125542563113944,0.2918697788521923,2023,4,3,27
0,-0.04849850258553536,1.4174101299481316,0,-0.9924096633867898,0,3,2,0.0311806750175758,1,-0.32988762558361395,0.7765208171620923,2024,8,3,34
4,-0.9530545388752493,-0.7152095550131979,2,-0.46991691530555796,1,2,1,1.626983334467725,0,-0.7125542563113944,-0.8862287100509318,2023,9,2,69
3,1.0347430459796072,-0.0043363266927547,2,1.6200540770193697,0,3,2,0.7886995639712242,0,-0.7125542563113944,0.7321106292468829,2024,6,2,20
2,1.6687861543631202,-0.7152095550131979,0,-0.46991691530555796,0,0,0,1.2795550940376967,1,0.707950660784154,0.3660149025224474,2024,7,3,23
0,0.40433943882536283,-0.7152095550131979,2,0.6403801743670599,1,3,0,-0.1665540349666486,0,-0.7125542563113944,-0.2379101670117403,2023,3,3,65
3,-0.03436044011799256,-0.7152095550131979,2,0.24851061330613589,1,2,1,-0.3496675163957017,0,-0.7125542563113944,-0.44744201334409317,2024,12,4,52
3,0.02338164669251611,-0.7152095550131979,2,0.8363149548975217,1,0,2,-1.2081425072779155,0,-0.7125542563113944,-0.41986323650551766,2023,1,5,76
0,-0.5623680799949349,-1.4260827833336411,2,0.11788742628582792,0,0,1,-1.5486082579197666,0,-0.7125542563113944,-0.9871503188699129,2024,3,6,11
1,-0.5761561904212018,-0.7152095550131979,2,-1.3842792244477138,1,1,0,0.7350883926022618,0,-0.7125542563113944,-0.7062145121409572,2023,12,4,56
4,0.4338054007007863,-0.0043363266927547,2,-1.4495908179578678,1,0,2,-0.6393070915838613,0,-0.7125542563113944,0.30158085118141204,2024,4,1,3
2,0.4687306144201118,-1.4260827833336411,2,0.6403801743670599,1,2,1,-0.4353061407902778,0,-0.7125542563113944,-0.7409136277269468,2024,2,6,76
0,-0.2315234201727841,-0.7152095550131979,0,0.7710033613873678,1,0,0,0.5289986948722255,1,0.6035870342220321,-0.5416110004401746,2024,5,4,6
2,-0.5419308807844276,-1.4260827833336411,1,1.1628729224482917,0,3,1,-0.1783902676065495,1,2.569102001141995,-0.9822697110899954,2023,2,2,48
3,-1.1694648812002104,-0.7152095550131979,2,-1.5802140049781757,0,0,0,-1.6321581353778896,0,-0.7125542563113944,-0.9895906227598716,2024,3,0,70
0,-1.6345511440557619,-1.4260827833336411,4,-1.1230328504070979,1,2,2,-1.6307656374202542,1,-0.59659467124237,-1.2431983688033297,2023,1,2,26
2,0.2710077110992791,0.7065369016276886,0,-1.6455255984883297,0,1,0,-1.157316331824224,1,1.1427991047929955,0.6714874634326324,2024,5,4,14
4,0.9388561866700352,-1.4260827833336411,4,-1.1230328504070979,1,0,2,-1.0305990176794042,1,0.09336485991832492,-0.6286429343786367,2023,1,0,50
2,0.22985335104524388,0.7065369016276886,3,-0.7964748828563278,1,1,1,1.0595404167313063,1,0.3658698848305322,0.6321751706300085,2024,7,2,44
1,-0.09616197060730071,-0.7152095550131979,2,0.11788742628582792,0,0,0,-0.28561261034447394,0,-0.7125542563113944,-0.4769596617664716,2023,8,1,27
0,-1.6505089571379388,0.7065369016276886,0,-1.5149024114680216,0,0,0,-0.16585778598783107,1,0.32528403005637363,-1.1640222076613103,2024,4,1,32
3,-0.6329184115161383,1.4174101299481316,0,1.5547424835092156,0,2,2,0.7636346007337874,1,1.374718274931044,0.07869419109510643,2024,10,2,61
1,-0.5525694228392123,-1.4260827833336411,4,-0.7311632893461739,0,2,0,0.07295561374663714,1,0.9630617479360076,-0.9848103014411853,2023,7,5,34
2,-0.3726240832151907,0.7065369016276886,2,0.3791338003264439,0,0,0,-1.4044847193045045,0,-0.7125542563113944,0.05666459844465633,2023,10,1,17
2,-0.22963367914989463,-1.4260827833336411,2,-1.3189676309375598,0,1,2,-1.666970584318774,0,-0.7125542563113944,-0.907690012754405,2023,1,6,11
4,0.2543499939345506,-0.0043363266927547,1,1.0322497354279838,1,0,0,1.1918277227066676,1,-0.2545138952887481,0.17301360788303433,2024,8,5,57
1,-1.2998570117795771,-0.7152095550131979,2,0.9016265484076758,0,3,0,0.9613693107180116,0,-0.7125542563113944,-1.0518685151844367,2023,10,1,90
1,0.5299722216433786,-0.0043363266927547,2,0.9669381419178298,0,2,1,-1.132251368586787,0,-0.7125542563113944,0.370477650047235,2024,10,5,29
1,-0.20821661422381504,-0.0043363266927547,2,0.5750685808569058,0,3,0,-1.0417390013404872,0,-0.7125542563113944,-0.15838300325541163,2024,12,2,79
4,1.0647689311210717,-1.4260827833336411,2,-0.8617864763664819,0,2,0,1.385384938817986,0,-0.7125542563113944,-0.5985737104194868,2024,10,6,77
4,1.3022463863308367,0.7065369016276886,2,-0.7964748828563278,1,0,0,0.12238929124269332,0,-0.7125542563113944,1.6565679432861387,2024,10,1,12
0,1.0528005713094393,-0.7152095550131979,4,-1.3842792244477138,0,3,1,-1.5855094537971044,1,2.5111222086074827,0.07180785409056516,2024,9,6,37
4,-0.7860574247784328,-1.4260827833336411,2,-0.14335894775478802,1,2,1,0.563114894834292,0,-0.7125542563113944,-1.0405695738857232,2023,10,6,40
3,0.02485144526587437,-1.4260827833336411,2,-1.7108371919984837,0,1,2,0.5589374009613862,0,-0.7125542563113944,-0.8469164172483079,2024,7,4,81
1,1.34704024761414,-1.4260827833336411,1,-1.5802140049781757,0,3,0,0.12865553205205252,1,2.8937888393352633,-0.5311644940619263,2024,10,6,2
2,-1.5757592011214259,-0.0043363266927547,2,-0.14335894775478802,1,0,0,1.6903419915401352,0,-0.7125542563113944,-1.13813158625346,2024,8,2,56
0,0.5607680012756502,0.7065369016276886,0,1.4241192964889076,0,0,0,0.6417910294406913,1,2.2734050592159827,0.9482780964306994,2024,6,3,43
3,1.521036402536473,1.4174101299481316,2,-1.0577212568969439,0,2,0,-0.1783902676065495,0,-0.7125542563113944,2.6506240614198355,2024,2,3,26
0,-1.5428637092414996,1.4174101299481316,2,-0.273982134775096,1,1,2,-1.3397335642744592,0,-0.7125542563113944,-1.007826044293742,2024,6,2,94
0,-1.5954964962493816,1.4174101299481316,2,1.6200540770193697,1,0,1,-0.19022650024645013,0,-0.7125542563113944,-1.0706722266652837,2023,7,5,4
1,-0.2420219814110584,0.7065369016276886,1,-0.273982134775096,1,3,0,0.6459685233135977,1,1.287748586129276,0.1814209562162487,2023,9,4,62
1,1.2758600024186406,-0.7152095550131979,3,-1.6455255984883297,0,1,2,1.6986969792859472,1,1.1949809180740565,0.17834550473849253,2023,11,5,81
0,-1.539014236787466,-0.7152095550131979,2,0.8363149548975217,0,2,2,-1.0946539237306316,0,-0.7125542563113944,-1.1660947945267548,2024,4,1,47
4,-0.14879475761518243,1.4174101299481316,0,-0.273982134775096,0,0,1,-0.25149641038240717,1,2.047283868331385,0.6567620680418541,2024,7,5,6
4,0.27338738497995485,0.7065369016276886,1,-1.4495908179578678,1,3,0,-1.1740263073158483,1,2.221223245934922,0.6737606232205394,2023,4,3,73
2,-0.8659164805975725,-1.4260827833336411,0,-0.46991691530555796,0,1,1,-1.6077894211192705,1,-0.005200787390345775,-1.0596407159298535,2024,6,6,62
0,1.008636623700432,1.4174101299481316,4,1.6200540770193697,1,1,0,0.9885230208919016,1,1.0558294159912271,2.03879307585859,2023,10,6,36
0,0.33357913607939393,-1.4260827833336411,2,-0.14335894775478802,1,0,1,1.4884297876830042,0,-0.7125542563113944,-0.7731891538331828,2023,3,1,90
0,0.5072953293687065,1.4174101299481316,1,0.44444539383659787,0,1,0,-0.31067757358191084,1,1.3283344409034343,1.4401664743594498,2024,11,5,66
4,1.339201321889562,-0.0043363266927547,2,-1.6455255984883297,0,0,0,1.4821635468736452,0,-0.7125542563113944,0.9502336824247072,2023,9,4,96
0,1.4403374618182714,1.4174101299481316,1,-1.3189676309375598,0,3,0,-1.3780272581094322,1,0.9514657894291052,2.554265486586874,2024,3,1,58
1,-0.9390564572242168,1.4174101299481316,0,-0.7964748828563278,1,2,2,1.277466347101244,1,0.2151224242408005,-0.28684996009255787,2023,12,4,93
3,-0.7988656694891275,-0.7152095550131979,4,-1.0577212568969439,0,3,0,1.2057527022830217,1,0.4354456358719468,-0.8125850186868327,2023,12,6,95
4,-1.437038211959695,-0.0043363266927547,3,-0.07804735424463403,0,2,0,1.4362111142716774,1,-0.2487159160352969,-1.038747703173357,2024,8,0,29
4,-1.7031417441458208,1.4174101299481316,3,-0.33929372828524995,1,0,2,0.8430069843190042,1,2.0762737645986413,-1.1992060411432506,2023,6,0,35
4,-0.7603709449487883,-0.7152095550131979,2,0.31382220681628986,0,3,1,-1.2478286990705239,0,-0.7125542563113944,-0.7941991674611157,2024,2,6,21
1,0.9030210976433922,-1.4260827833336411,0,-1.3189676309375598,0,1,1,1.452921089763302,1,0.6209809719823858,-0.6372007124036978,2024,9,1,75
